name	location	university	type	language
Blechblasinstrumente - Horn, Trompete, Posaune, Tuba	Berlin	Hochschule für Musik "Hanns Eisler" Berlin	Bachelor	Deutsch
Blechblasinstrumente - Horn, Trompete, Posaune, Tuba	Berlin	Hochschule für Musik "Hanns Eisler" Berlin	Master	Deutsch
Blended Learning of Evaluation (MABLE)	Kaiserslautern	Technische Universität Kaiserslautern	Master	Englisch
Blinden- und Sehbehindertenpädagogik	Marburg	Philipps-Universität Marburg	Master	Deutsch
Blockchain & Distributed Ledger Technologies (DLT)	Mittweida	Hochschule Mittweida, University of Applied Sciences	Master	Deutsch
Blockflöte	Freiburg	Hochschule für Musik Freiburg im Breisgau	Bachelor	Deutsch
Blockflöte	Nürnberg	Hochschule für Musik Nürnberg	Master	Deutsch
Blockflöte	Nürnberg	Hochschule für Musik Nürnberg	Bachelor	Deutsch
Boden, Gewässer, Altlasten	Osnabrück	Hochschule Osnabrück	Master	Deutsch
Boden, Gewässer, Altlasten	Osnabrück	Universität Osnabrück	Master	Deutsch
Bohemistik/Tschechisch - Kombinationsstudiengang Geschichts- und Kulturwissenschaften	Gießen	Justus-Liebig-Universität Gießen	Bachelor	Deutsch
Border Studies	Saarbrücken	Universität des Saarlandes	Master	Deutsch
Bordnetzentwicklung	Landshut	Hochschule Landshut - Hochschule für angewandte Wissenschaften	Master	Deutsch
Brand and Luxury Goods Marketing	Bad Homburg	accadis Hochschule Bad Homburg	Master	Englisch
Brand Management	Stuttgart	Hochschule Macromedia für angewandte Wissenschaften	Master	Deutsch
Brand Management (Englisch)	Stuttgart	Hochschule Macromedia für angewandte Wissenschaften	Master	Englisch
Brand Management B.A.	Hamburg	Brand Academy - Hochschule für Design und Kommunikation - University of Applied Sciences	Bachelor	Deutsch
Brandschutz und Sicherheitstechnik	Berlin	Beuth Hochschule für Technik Berlin	Bachelor	Deutsch
Brandschutzplanung	Kaiserslautern	Technische Universität Kaiserslautern	Master	Deutsch
Brau- und Getränketechnologie	Freising	Hochschule für angewandte Wissenschaften - Fachhochschule Weihenstephan-Triesdorf	Bachelor	Deutsch
Brauerei- und Getränketechnologie	Berlin	Technische Universität Berlin	Bachelor	Deutsch
Brauerei- und Getränketechnologie	Berlin	Technische Universität Berlin	Master	Deutsch
Brauwesen	München	Technische Universität München	Diplom	Deutsch
Brauwesen	Berlin	Technische Universität Berlin	Bachelor	Deutsch
Brauwesen und Getränketechnologie	München	Technische Universität München	Bachelor	Deutsch
Brauwesen und Getränketechnologie	München	Technische Universität München	Master	Deutsch
Britische Literatur- und Kulturwissenschaft	Regensburg	Universität Regensburg	Master	Englisch
British and American Cultures: Texts and Media	Hamburg	Universität Hamburg	Master	Deutsch
British and American Studies (BAST)	Konstanz	Universität Konstanz	Bachelor	Englisch
British and American Transcultural Studies	Rostock	Universität Rostock	Master	Deutsch
British and American Transcultural Studies	Rostock	Universität Rostock	Master	Deutsch
British and North American Cultural Studies	Freiburg	Albert-Ludwigs-Universität Freiburg im Breisgau	Master	Englisch
British Studies	Berlin	Humboldt-Universität zu Berlin	Master	Englisch
British, American and Postcolonial Studies	Münster	Westfälische Wilhelms-Universität Münster	Master	Englisch
BSBA/Digital Enterprise Management	Pforzheim	Hochschule Pforzheim - Gestaltung, Technik, Wirtschaft und Recht	Bachelor	Englisch
Bucerius Master of Law and Business (LLM/MLB)	Hamburg	Bucerius Law School, Hochschule für Rechtswissenschaft	Master	Englisch
Bucerius Master of Law and Business (LLM/MLB)	Hamburg	Bucerius Law School, Hochschule für Rechtswissenschaft	Master	Englisch
Buch- und Medienproduktion	Leipzig	Hochschule für Technik, Wirtschaft und Kultur Leipzig	Bachelor	Deutsch
Buchhandel/Verlagswirtschaft	Leipzig	Hochschule für Technik, Wirtschaft und Kultur Leipzig	Bachelor	Deutsch
Buchkunst/Grafik-Design	Leipzig	Hochschule für Grafik und Buchkunst Leipzig	Diplom	Deutsch
Buchwissenschaft	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Bachelor	Deutsch
Buchwissenschaft	Mainz	Johannes Gutenberg-Universität Mainz	Bachelor	Deutsch
Buchwissenschaft	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Buchwissenschaft	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Master	Deutsch
Buchwissenschaft	Mainz	Johannes Gutenberg-Universität Mainz	Master	Deutsch
Buchwissenschaft: Buch- und Medienforschung	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Buchwissenschaft: Verlagspraxis	München	Ludwig-Maximilians-Universität München	Master	Deutsch
Buddhist Studies	Hamburg	Universität Hamburg	Master	Englisch
Buddhistische und Südasiatische Studien	München	Ludwig-Maximilians-Universität München	Bachelor	Deutsch
Bühnen- und Kostümbild	Stuttgart	Staatliche Akademie der Bildenden Künste Stuttgart	Diplom	Deutsch
Bühnen- und Kostümbild	Dresden	Hochschule für Bildende Künste Dresden	Diplom	Deutsch
Bühnen- und Kostümbild	Dresden	Hochschule für Bildende Künste Dresden	Abschlussprüfung	Deutsch
Bühnen- und Kostümbild (Freie Kunst)	Berlin	weißensee kunsthochschule berlin	Diplom	Deutsch
Bühnenbild	Berlin	Universität der Künste Berlin	Bachelor	Deutsch
Bühnenbild (Master)	Berlin	Universität der Künste Berlin	Master	Deutsch
Bühnenbild - Szenischer Raum	Berlin	Technische Universität Berlin	Master	Deutsch
Bühnenbild und Kostüm	München	Akademie der Bildenden Künste München	Abschlussprüfung	Deutsch
Bühnengesang	Rostock	Hochschule für Musik und Theater Rostock	Master	Deutsch
Bühnentanz	Berlin	Hochschule für Schauspielkunst "Ernst Busch"	Bachelor	Deutsch
Building Sustainability - Management Methods for Energy Efficiency	Berlin	Technische Universität Berlin	Master	Englisch
Business	Stuttgart	Hochschule Macromedia für angewandte Wissenschaften	Master	Englisch
Business & Law in Accounting and Taxation	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Bachelor	Deutsch
Business & Law in Accounting and Taxation	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Master	Deutsch
Business & Leadership for Engineers	Friedrichshafen	Zeppelin Universität - Hochschule zwischen Wirtschaft, Kultur und Politik	Master	Deutsch
Business Administration	Wiesbaden	Hochschule RheinMain, RheinMain University of Applied Sciences Wiesbaden, Rüsselsheim	Bachelor	Deutsch
Business Administration	Düsseldorf	Hochschule Düsseldorf	Bachelor	Deutsch
Business Administration	Berlin	Hochschule für Wirtschaft und Recht Berlin	Bachelor	Deutsch
Business Administration	Essen	FOM Hochschule für Oekonomie & Management - University of Applied Sciences	Bachelor	Deutsch
Business Administration	Jena	Ernst-Abbe-Hochschule Jena ? University of Applied Sciences	Bachelor	Deutsch
Business Administration	Berlin	Steinbeis-Hochschule Berlin	Bachelor	Deutsch
Business Administration	Frankfurt am Main	Provadis School of International Management and Technology	Bachelor	Deutsch
Business Administration	Erfurt	Fachhochschule Erfurt	Bachelor	Deutsch
Business Administration	Bochum	EBZ Business School - University of Applied Sciences	Bachelor	Deutsch
Business Administration	Göttingen	PFH - Private Hochschule Göttingen	Bachelor	Deutsch
Business Administration	Dresden	Fachhochschule Dresden	Bachelor	Deutsch
Business Administration	Dortmund	International School of Management	Bachelor	Deutsch
Business Administration	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Bachelor	Deutsch
Business Administration	Hannover	Leibniz-Fachhochschule	Bachelor	Deutsch
Business Administration	Berlin	Hochschule für Wirtschaft, Technik und Kultur (HWTK)	Bachelor	Deutsch
Business Administration	Hamburg	HSBA Hamburg School of Business Administration	Bachelor	Deutsch
Business Administration	Düsseldorf	Hochschule Düsseldorf	Bachelor	Deutsch
Business Administration	Düsseldorf	IST-Hochschule für Management	Bachelor	Deutsch
Business Administration	Bremen	Hochschule Bremen	Master	Deutsch
Business Administration	Köln	Rheinische Fachhochschule Köln	Master	Deutsch
Business Administration	Leipzig	HHL Leipzig Graduate School of Management	Master	Englisch
Business Administration	Leipzig	HHL Leipzig Graduate School of Management	Master	Englisch
Business Administration	Riedlingen	SRH Fernhochschule - The Mobile University	Master	Deutsch
Business Administration	Köln	Universität zu Köln	Master	Deutsch
Business Administration	Berlin	Steinbeis-Hochschule Berlin	Master	Deutsch
Business Administration	Passau	Universität Passau	Master	Deutsch
Business Administration	Wildau	Technische Hochschule Wildau	Master	Deutsch
Business Administration	Göttingen	PFH - Private Hochschule Göttingen	Master	Deutsch
Business Administration	Siegen	Universität Siegen	Master	Deutsch
Business Administration	Magdeburg	Otto-von-Guericke-Universität Magdeburg	Master	Deutsch
Business Administration	Berlin	BSP Business School Berlin - Hochschule für Management GmbH	Master	Deutsch
Business Administration	Leipzig	HHL Leipzig Graduate School of Management	Master	Englisch
Business Administration	Ludwigshafen	Hochschule für Wirtschaft und Gesellschaft Ludwigshafen	Master	Deutsch
Business Administration (berufsbegleitend)	Hannover	Leibniz-Fachhochschule	Bachelor	Deutsch
Business Administration (englische Variante)	Hamburg	HSBA Hamburg School of Business Administration	Bachelor	Englisch
Business Administration (MBA)	Essen	FOM Hochschule für Oekonomie & Management - University of Applied Sciences	Master	Englisch
Business Administration (MBA)	Potsdam	Universität Potsdam	Master	Deutsch
Business Administration (Teilzeitform)	Berlin	Hochschule für Wirtschaft und Recht Berlin	Bachelor	Deutsch
Business Administration - dual kompakt	Essen	FOM Hochschule für Oekonomie & Management - University of Applied Sciences	Bachelor	Deutsch
Business Administration - Schwerpunkt Wirtschaftsprüfung	Bochum	EBZ Business School - University of Applied Sciences	Bachelor	Deutsch
Business Administration and Economics (BWL/VWL)	Passau	Universität Passau	Bachelor	Deutsch
Business Administration and Engineering	Berlin	Hochschule für Technik und Wirtschaft Berlin	Master	Englisch
Business Administration and Engineering	Trier	Hochschule Trier - Trier University of Applied Sciences	Master	Deutsch
Business Administration Double Master Program	Köln	Universität zu Köln	Master	Englisch
Business Administration für Betriebswirte (VWA)	Koblenz	Hochschule Koblenz	Bachelor	Deutsch
Business Administration für Nicht-Wirtschaftswissenschaftler	Mainz	Hochschule Mainz	Master	Deutsch
Business Administration in mittelständischen Unternehmen	Oldenburg	Carl von Ossietzky Universität Oldenburg	Bachelor	Deutsch
Business Administration with Informatics	Iserlohn	Fachhochschule Südwestfalen	Bachelor	Englisch
Business Administration | International Management & Marketing	Berlin	Berlin International University of Applied Sciences	Bachelor	Englisch
Business Administration | Organizational Psychology	Berlin	Berlin International University of Applied Sciences	Bachelor	Englisch
Business Analytics	Freiberg	Technische Universität Bergakademie Freiberg	Master	Deutsch
Business Analytics	Düsseldorf	Hochschule Düsseldorf	Master	Deutsch
Business Analytics	Ulm	Universität Ulm	Master	Deutsch
Business Analytics, Controlling & Consulting	Heilbronn	Hochschule Heilbronn, Technik, Wirtschaft, Informatik	Master	Deutsch
Business and Engineering	Würzburg	Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt	Bachelor	Englisch
Business and Law	Freiberg	Technische Universität Bergakademie Freiberg	Bachelor	Deutsch
Business and Management Studies	Iserlohn	Hochschule für Angewandte Wissenschaften Europa - Iserlohn, Berlin, Hamburg	Bachelor	Englisch
Business and Management Studies	Iserlohn	Hochschule für Angewandte Wissenschaften Europa - Iserlohn, Berlin, Hamburg	Bachelor	Deutsch
Business and Security Analytics	Sigmaringen	Hochschule Albstadt-Sigmaringen	Master	Deutsch
Business and Systems Engineering	Hamm	Hochschule Hamm-Lippstadt	Master	Deutsch
Business Application Architectures	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Master	Deutsch
Business Coaching und Change Management	Hamburg	Europäische Fernhochschule Hamburg	Master	Deutsch
Business Communication Management	Bad Homburg	accadis Hochschule Bad Homburg	Bachelor	Deutsch
Business Consulting	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Master	Englisch
Business Consulting	Wismar	Hochschule Wismar - University of Applied Sciences: Technology, Business and Design	Master	Deutsch
Business Consulting	Wernigerode	Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)	Master	Deutsch
Business Consulting	Bielefeld	Fachhochschule des Mittelstands (FHM)	Master	Deutsch
Business Consulting & Digital Management	Essen	FOM Hochschule für Oekonomie & Management - University of Applied Sciences	Master	Deutsch
Business Development	Berlin	Steinbeis-Hochschule Berlin	Master	Deutsch
Business Development	Hamburg	HSBA Hamburg School of Business Administration	Master	Englisch
Business Development	Hamburg	Europäische Fernhochschule Hamburg	Master	Deutsch
Business Development / Produktmanagement & Start-up-Management	Aalen	Hochschule Aalen - Technik und Wirtschaft	Master	Deutsch
Business Development Management	Brühl	Europäische Fachhochschule Rhein/Erft, european university of applied sciences	Master	Deutsch
Business Economics	Halle an der Saale	Martin-Luther-Universität Halle-Wittenberg	Bachelor	Englisch
Business Engineering	Berlin	Steinbeis-Hochschule Berlin	Master	Deutsch
Business Engineering	Gelsenkirchen	Westfälische Hochschule Gelsenkirchen, Bocholt, Recklinghausen	Master	Deutsch
Business Engineering Energy	Berlin	Technische Universität Berlin	Master	Englisch
Business Ethics und Responsible Management	Dresden	Technische Universität Dresden	Master	Deutsch
Business Informatics	Hamburg	HSBA Hamburg School of Business Administration	Bachelor	Deutsch
Business Information Management	Frankfurt am Main	Provadis School of International Management and Technology	Bachelor	Deutsch
Business Information Systems	Jena	Ernst-Abbe-Hochschule Jena ? University of Applied Sciences	Bachelor	Deutsch
Business Information Systems	Berlin	SRH Hochschule Berlin	Bachelor	Englisch
Business Information Systems	Augsburg	Hochschule für angewandte Wissenschaften Augsburg - University of Applied Sciences	Master	Deutsch
Business Information Technology	Konstanz	Hochschule Konstanz Technik, Wirtschaft und Gestaltung	Master	Deutsch
Business Innovation & Entrepreneurship	Berlin	BSP Business School Berlin - Hochschule für Management GmbH	Master	Deutsch
Business Innovation Management	Ludwigshafen	Hochschule für Wirtschaft und Gesellschaft Ludwigshafen	Master	Deutsch
Business Intelligence & Analytics	Chemnitz	Technische Universität Chemnitz	Master	Deutsch
Business Intelligence & Data Science	Dortmund	International School of Management	Master	Deutsch
Business Intelligence and Process Management	Berlin	Hochschule für Wirtschaft und Recht Berlin	Master	Englisch
Business IT Management	Bad Homburg	accadis Hochschule Bad Homburg	Bachelor	Deutsch
Business Law	Dortmund	International School of Management	Bachelor	Deutsch
Business Law	Mainz	Hochschule Mainz	Master	Deutsch
Business Management	Hamm	SRH Hochschule Hamm	Bachelor	Englisch
Business Management	Erlangen	Friedrich-Alexander-Universität Erlangen-Nürnberg	Master	Deutsch
Business Management	Bremen	Hochschule Bremen	Master	Deutsch
Business Management	Koblenz	Hochschule Koblenz	Master	Deutsch
Business Management	Trier	Hochschule Trier - Trier University of Applied Sciences	Master	Deutsch
Business Management	Krefeld	Hochschule Niederrhein	Master	Deutsch
Business Management	Osnabrück	Hochschule Osnabrück	Master	Deutsch
Business Management	Erfurt	Fachhochschule Erfurt	Master	Deutsch
Business Management	Flensburg	Hochschule Flensburg	Master	Deutsch
Business Management	Wildau	Technische Hochschule Wildau	Master	Deutsch
Business Management	Paderborn	Fachhochschule der Wirtschaft	Master	Deutsch
Business Management	Emden	Hochschule Emden/Leer	Master	Deutsch
Business Management	Mannheim	Hochschule der Wirtschaft für Management	Master	Deutsch
Business Management	Stuttgart	Hochschule Macromedia für angewandte Wissenschaften	Master	Deutsch
Business Management	Bremen	Hochschule Bremen	Master	Deutsch
Business Management	Hamburg	NBS Northern Business School ? University of Applied Sciences	Master	Deutsch
Business Management & Development	Berlin	Hochschule für Wirtschaft, Technik und Kultur (HWTK)	Master	Deutsch
Business Management & Development (english)	Berlin	Hochschule für Wirtschaft, Technik und Kultur (HWTK)	Master	Deutsch
Business Management - Accounting, Controlling und Steuern	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management - Finance	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management - General Business Management	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management - Marketing	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management - Medien und Marketing	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management - Personal und Organisation	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management - Supply Chain Management, Logistik und Produktion	Stuttgart	Duale Hochschule Baden-Württemberg	Master	Deutsch
Business Management and Administration	Berlin	Touro College Berlin	Bachelor	Englisch
Business Management and Engineering	Berlin	bbw Hochschule	Bachelor	Englisch
Business Management and Psychology	Furtwangen	Hochschule Furtwangen - Informatik, Technik, Wirtschaft, Medien, Gesundheit	Bachelor	Englisch
Business Management und Entrepreneurship Erneuerbare Energien	Freising	Hochschule für angewandte Wissenschaften - Fachhochschule Weihenstephan-Triesdorf	Master	Deutsch
Business Psychology	Iserlohn	Hochschule für Angewandte Wissenschaften Europa - Iserlohn, Berlin, Hamburg	Bachelor	Deutsch
Business Psychology	Hamburg	EBC Hochschule - University of Applied Sciences	Bachelor	Deutsch
Business Psychology	Köln	Cologne Business School (CBS) - European University of Applied Sciences	Bachelor	Englisch
Business Psychology	Essen	FOM Hochschule für Oekonomie & Management - University of Applied Sciences	Bachelor	Deutsch
Business Psychology	Iserlohn	Hochschule für Angewandte Wissenschaften Europa - Iserlohn, Berlin, Hamburg	Master	Deutsch
Business Psychology	Berlin	HMKW Hochschule für Medien, Kommunikation und Wirtschaft	Master	Englisch
Business Studies	Kassel	Universität Kassel	Master	Deutsch
Business Travel Management	Worms	Hochschule Worms, University of Applied Sciences	Master	Deutsch
Business with Europe	Würzburg	Hochschule für angewandte Wissenschaften Würzburg-Schweinfurt	Master	Englisch
